time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-07-22T16:32:04.330Z,35.8853333,-117.7303333,8.3,1.73,ml,25,59,0.08159,0.24,ci,ci38624655,2019-07-22T16:41:51.207Z,"17km ESE of Little Lake, CA",earthquake,0.33,1.02,0.203,15,automatic,ci,ci
2019-07-22T16:31:06.880Z,35.5335,-117.3583333,9.1,2.75,ml,47,49,0.009916,0.14,ci,ci38624647,2019-07-23T04:44:27.276Z,"26km S of Trona, CA",earthquake,0.14,0.25,0.131,89,reviewed,ci,ci
2019-07-22T16:26:56.080Z,33.9958333,-116.0445,7.88,4.18,mw,136,34,0.1096,0.17,ci,ci38624623,2019-07-24T05:01:10.692Z,"16km S of Twentynine Palms, CA",earthquake,0.11,0.36,,6,reviewed,ci,ci
2019-07-22T16:24:46.390Z,45.9141667,-112.2393333,-2,1.17,ml,7,122,0.174,0.17,mb,mb80353889,2019-07-22T17:40:54.990Z,"12km WNW of Whitehall, Montana",quarry blast,0.68,31.61,0.194,7,reviewed,mb,mb
2019-07-22T16:22:21.700Z,35.6448333,-117.4343333,9.98,1.12,ml,20,91,0.02202,0.25,ci,ci38624607,2019-07-22T16:40:52.200Z,"14km SSW of Searles Valley, CA",earthquake,0.45,0.78,0.102,9,automatic,ci,ci
2019-07-22T16:21:27.100Z,35.356,-117.9081667,4.81,1.8,ml,41,42,0.102,0.19,ci,ci38624599,2019-07-23T00:24:01.812Z,"25km W of Johannesburg, CA",earthquake,0.24,1.03,0.163,26,automatic,ci,ci
2019-07-22T16:20:00.173Z,63.1705,-153.6977,2.8,1.8,ml,,,,0.55,ak,ak0199bzqo9f,2019-07-22T16:25:05.018Z,"98km ENE of McGrath, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-07-22T16:14:52.740Z,35.9716667,-117.3658333,2.75,1.23,ml,16,121,0.1047,0.13,ci,ci38624575,2019-07-22T16:40:23.199Z,"23km N of Searles Valley, CA",earthquake,0.31,0.87,0.196,12,automatic,ci,ci
2019-07-22T16:14:19.940Z,35.745,-117.5638333,2.91,1.21,ml,24,61,0.07571,0.16,ci,ci38624567,2019-07-22T16:40:12.823Z,"15km W of Searles Valley, CA",earthquake,0.24,0.5,0.113,14,automatic,ci,ci
2019-07-22T16:11:17.150Z,35.7076667,-117.5773333,7.34,1.02,ml,22,97,0.0857,0.15,ci,ci38624535,2019-07-22T16:39:37.337Z,"13km NE of Ridgecrest, CA",earthquake,0.26,0.9,0.123,12,automatic,ci,ci
2019-07-22T16:00:34.520Z,35.9328333,-117.6771667,2.68,0.98,ml,16,49,0.02643,0.1,ci,ci38624495,2019-07-22T16:04:21.259Z,"21km E of Little Lake, CA",earthquake,0.17,0.2,0.124,11,automatic,ci,ci
2019-07-22T15:58:12.410Z,35.6925,-117.4688333,4.47,1.17,ml,20,90,0.0458,0.22,ci,ci38624487,2019-07-22T16:01:49.974Z,"10km SW of Searles Valley, CA",earthquake,0.36,0.82,0.123,14,automatic,ci,ci
2019-07-22T15:58:08.870Z,19.270834,-155.415329,34.82,1.87,md,49,67,0.03719,0.11,hv,hv71055652,2019-07-22T16:01:19.910Z,"9km NE of Pahala, Hawaii",earthquake,0.58,0.77,0.19,26,automatic,hv,hv
2019-07-22T15:57:23.910Z,35.5985,-117.4255,3.04,1.69,ml,31,73,0.03222,0.26,ci,ci38624479,2019-07-22T16:01:03.242Z,"19km S of Searles Valley, CA",earthquake,0.32,0.4,0.16,27,automatic,ci,ci
2019-07-22T15:56:55.030Z,35.9053333,-117.6833333,2.13,0.95,ml,15,52,0.0502,0.14,ci,ci38624471,2019-07-22T16:00:30.715Z,"20km E of Little Lake, CA",earthquake,0.19,0.31,0.092,13,automatic,ci,ci
2019-07-22T15:54:09.000Z,33.4811668,-116.7835007,6.35,1.01,ml,40,40,0.03416,0.14,ci,ci38624447,2019-07-22T15:57:49.950Z,"9km ENE of Aguanga, CA",earthquake,0.21,0.78,0.17,13,automatic,ci,ci
2019-07-22T15:50:55.891Z,60.0021,-147.9972,3.7,1.3,ml,,,,0.42,ak,ak0199bzbsfq,2019-07-22T16:09:10.890Z,"79km ESE of Bear Creek, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-07-22T15:50:39.790Z,36.1185,-117.8366667,2.34,1.29,ml,16,145,0.01476,0.13,ci,ci38624431,2019-07-22T15:54:25.528Z,"13km NE of Coso Junction, CA",earthquake,0.45,0.34,0.26,18,automatic,ci,ci
2019-07-22T15:49:46.350Z,36.29233333,-97.52,6.71,1.79,ml,64,35,0.1943618596,0.21,ok,ok2019oggy,2019-07-22T16:33:22.496Z,"20km W of Perry, Oklahoma",earthquake,,0.5,0.22,6,reviewed,ok,ok
2019-07-22T15:49:08.230Z,35.8641667,-117.7023333,4.44,1.49,ml,29,50,0.07525,0.16,ci,ci38624415,2019-07-22T15:52:51.913Z,"20km ESE of Little Lake, CA",earthquake,0.18,0.44,0.141,22,automatic,ci,ci
2019-07-22T15:40:54.630Z,35.55,-117.3195,2.99,1.24,ml,22,86,0.04442,0.21,ci,ci38624375,2019-07-22T15:44:32.965Z,"24km SSE of Trona, CA",earthquake,0.3,0.35,0.161,18,automatic,ci,ci
2019-07-22T15:40:04.790Z,35.6938333,-117.5075,8.52,1.03,ml,13,85,0.09478,0.27,ci,ci38624359,2019-07-22T15:43:46.849Z,"12km SW of Searles Valley, CA",earthquake,0.65,1.7,0.342,12,automatic,ci,ci
2019-07-22T15:33:51.980Z,35.72,-117.5306667,1.1,1.51,ml,27,57,0.1026,0.16,ci,ci38624335,2019-07-22T15:37:40.758Z,"13km WSW of Searles Valley, CA",earthquake,0.2,0.44,0.181,23,automatic,ci,ci
2019-07-22T15:30:19.260Z,35.8216667,-117.6505,4.33,1.44,ml,28,59,0.04347,0.17,ci,ci38624319,2019-07-22T15:34:06.423Z,"22km N of Ridgecrest, CA",earthquake,0.22,0.49,0.223,21,automatic,ci,ci
2019-07-22T15:29:52.170Z,35.8206667,-117.646,7.99,1.56,ml,26,59,0.03972,0.18,ci,ci38624311,2019-07-22T15:33:47.785Z,"22km N of Ridgecrest, CA",earthquake,0.25,0.8,0.241,23,automatic,ci,ci
2019-07-22T15:27:36.630Z,35.8948333,-117.7403333,8,1.98,ml,26,54,0.0831,0.12,ci,ci38624287,2019-07-22T15:38:44.580Z,"16km ESE of Little Lake, CA",earthquake,0.16,0.5,0.14,20,automatic,ci,ci
2019-07-22T15:26:52.040Z,36.2078333,-117.8838333,1.82,2.47,ml,30,56,0.09307,0.19,ci,ci38624279,2019-07-22T23:29:18.079Z,"14km SE of Olancha, CA",earthquake,0.33,0.77,0.163,25,automatic,ci,ci
2019-07-22T15:21:16.810Z,35.6633339,-117.5041656,10.25,1.43,ml,30,77,0.08394,0.15,ci,ci38624255,2019-07-22T15:25:14.735Z,"15km SW of Searles Valley, CA",earthquake,0.31,0.79,0.241,7,automatic,ci,ci
2019-07-22T15:20:17.270Z,35.6496658,-117.4561691,2.6,2.08,ml,39,65,0.06322,0.16,ci,ci38624247,2019-07-22T15:31:12.410Z,"14km SSW of Searles Valley, CA",earthquake,0.24,0.54,0.22,27,automatic,ci,ci
2019-07-22T15:19:47.820Z,35.8413315,-117.6586685,6.22,1.12,ml,19,85,0.05588,0.15,ci,ci38624231,2019-07-22T15:23:33.721Z,"24km WNW of Searles Valley, CA",earthquake,0.33,0.96,0.267,6,automatic,ci,ci
2019-07-22T15:11:39.960Z,35.6723333,-117.4796667,1.07,1.17,ml,25,62,0.04615,0.17,ci,ci38624191,2019-07-22T15:15:26.908Z,"13km SSW of Searles Valley, CA",earthquake,0.21,0.41,0.155,14,automatic,ci,ci
2019-07-22T15:11:14.530Z,36.0853333,-117.842,1.49,1,ml,15,116,0.03382,0.14,ci,ci38624183,2019-07-22T15:14:41.586Z,"11km ENE of Coso Junction, CA",earthquake,0.4,0.43,0.299,14,automatic,ci,ci
2019-07-22T15:09:29.049Z,61.216,-139.6497,0,1.2,ml,,,,0.92,ak,ak0199bz2y08,2019-07-22T15:12:19.285Z,"126km WNW of Haines Junction, Canada",earthquake,,0.4,,,automatic,ak,ak
2019-07-22T15:07:56.750Z,36.0835,-117.8303333,-0.11,1.38,ml,14,109,0.03939,0.19,ci,ci38624167,2019-07-22T15:11:37.547Z,"11km ENE of Coso Junction, CA",earthquake,0.35,0.65,0.251,17,automatic,ci,ci
2019-07-22T15:07:38.400Z,36.0381667,-117.866,2.36,1.27,ml,19,83,0.03624,0.17,ci,ci38624159,2019-07-22T15:11:21.376Z,"7km E of Coso Junction, CA",earthquake,0.25,0.29,0.221,17,automatic,ci,ci
2019-07-22T15:06:23.660Z,35.7631667,-117.5823333,3.36,1.58,ml,29,55,0.05389,0.18,ci,ci38624151,2019-07-22T15:10:19.561Z,"16km W of Searles Valley, CA",earthquake,0.22,0.79,0.154,25,automatic,ci,ci
2019-07-22T15:04:07.340Z,35.7803333,-117.5673333,6.29,1.64,ml,32,55,0.04301,0.16,ci,ci38624135,2019-07-22T15:15:22.240Z,"15km W of Searles Valley, CA",earthquake,0.2,0.63,0.179,27,automatic,ci,ci
2019-07-22T15:02:55.900Z,38.7736664,-122.7210007,1.04,1,md,12,97,0.01557,0.03,nc,nc73231816,2019-07-22T15:09:04.494Z,"2km W of Anderson Springs, CA",earthquake,0.25,0.42,0.09,5,automatic,nc,nc
2019-07-22T14:58:50.440Z,35.896,-117.6803333,2.45,1.76,ml,32,38,0.05721,0.18,ci,ci38624111,2019-07-22T15:09:41.880Z,"21km ESE of Little Lake, CA",earthquake,0.2,0.34,0.171,27,automatic,ci,ci
2019-07-22T14:54:36.640Z,36.1096667,-117.844,3.19,1.59,ml,23,52,0.01182,0.18,ci,ci38624079,2019-07-22T15:05:35.210Z,"12km NE of Coso Junction, CA",earthquake,0.3,0.49,0.239,21,automatic,ci,ci
2019-07-22T14:53:58.120Z,38.7985001,-122.8164978,2.69,1.11,md,22,62,0.01433,0.04,nc,nc73231811,2019-07-22T18:23:02.519Z,"6km WNW of The Geysers, CA",earthquake,0.25,0.42,0.11,7,automatic,nc,nc
2019-07-22T14:52:41.120Z,35.8678333,-117.7193333,8.31,1.12,ml,13,67,0.06977,0.09,ci,ci38624063,2019-07-22T14:56:15.499Z,"18km ESE of Little Lake, CA",earthquake,0.21,0.56,0.072,5,automatic,ci,ci
2019-07-22T14:52:23.610Z,35.7078333,-117.5075,4.69,1.4,ml,31,58,0.08045,0.17,ci,ci38624055,2019-07-22T15:03:02.880Z,"12km SW of Searles Valley, CA",earthquake,0.22,0.55,0.143,21,automatic,ci,ci
2019-07-22T14:41:48.390Z,44.5893333,-110.7575,6.71,1.43,ml,12,76,0.07145,0.19,uu,uu60332107,2019-07-22T15:10:26.680Z,"15km NNE of Old Faithful Geyser, Wyoming",earthquake,0.55,0.98,0.112,3,reviewed,uu,uu
2019-07-22T14:41:48.310Z,44.5745,-110.7601667,6.6,1.43,ml,12,74,0.07722,0.14,uu,uu60332117,2019-07-22T17:20:57.070Z,"13km NNE of Old Faithful Geyser, Wyoming",earthquake,0.36,0.93,0.112,3,reviewed,uu,uu
2019-07-22T14:40:55.980Z,44.5681667,-110.751,5.62,0.96,ml,7,117,0.08554,0.09,uu,uu60332112,2019-07-22T17:19:52.720Z,"13km NNE of Old Faithful Geyser, Wyoming",earthquake,0.49,2.36,0.147,2,reviewed,uu,uu
2019-07-22T14:40:26.670Z,35.9085,-117.747,7.22,1.04,ml,18,59,0.0704,0.17,ci,ci38624007,2019-07-22T14:44:07.278Z,"15km ESE of Little Lake, CA",earthquake,0.28,0.97,0.257,14,automatic,ci,ci
2019-07-22T14:39:29.740Z,35.9253349,-117.696167,2.46,1,ml,18,61,0.04345,0.09,ci,ci38623999,2019-07-22T14:43:12.273Z,"19km E of Little Lake, CA",earthquake,0.27,0.41,0.188,5,automatic,ci,ci
2019-07-22T14:36:41.300Z,35.8408333,-117.6578333,4.7,1.5,ml,21,49,0.05505,0.19,ci,ci38623991,2019-07-22T14:40:29.256Z,"24km WNW of Searles Valley, CA",earthquake,0.3,0.59,0.173,20,automatic,ci,ci
2019-07-22T14:35:59.910Z,44.5868333,-110.7573333,7.55,1.4,ml,13,135,0.07263,0.15,uu,uu60332102,2019-07-22T14:59:03.360Z,"15km NNE of Old Faithful Geyser, Wyoming",earthquake,0.6,0.54,0.102,3,reviewed,uu,uu
2019-07-22T14:35:10.890Z,35.7256667,-117.5501667,3.14,1.94,ml,32,54,0.09778,0.17,ci,ci38623983,2019-07-22T14:39:09.245Z,"14km WSW of Searles Valley, CA",earthquake,0.22,1.12,0.128,26,automatic,ci,ci
2019-07-22T14:35:06.020Z,35.7345,-117.5645,21.95,1.61,ml,23,61,0.08539,0.24,ci,ci38623975,2019-07-22T14:38:49.243Z,"15km WSW of Searles Valley, CA",earthquake,0.57,0.83,0.321,5,automatic,ci,ci
2019-07-22T14:23:28.310Z,36.11,-117.8811667,3.56,1.02,ml,10,137,0.0226,0.12,ci,ci38623943,2019-07-22T14:27:12.174Z,"9km NE of Coso Junction, CA",earthquake,0.44,0.39,0.169,8,automatic,ci,ci
2019-07-22T14:22:24.360Z,35.64,-117.6095,8.67,1.72,ml,36,43,0.03747,0.2,ci,ci38623935,2019-07-22T14:33:08.600Z,"6km ENE of Ridgecrest, CA",earthquake,0.26,0.64,0.197,28,automatic,ci,ci
2019-07-22T14:21:45.870Z,39.4678333,-123.3833333,4.9,1.79,md,21,82,0.0355,0.07,nc,nc73231776,2019-07-24T02:16:03.363Z,"3km N of Brooktrails, CA",earthquake,0.19,0.37,0.167,19,reviewed,nc,nc
2019-07-22T14:21:43.960Z,35.9451675,-117.7046661,2.95,1.78,ml,28,49,0.04413,0.22,ci,ci38623927,2019-07-22T14:25:34.163Z,"18km E of Little Lake, CA",earthquake,0.32,0.96,0.192,14,automatic,ci,ci
2019-07-22T14:15:57.733Z,59.5337,-151.2645,34.8,2.2,ml,,,,0.73,ak,ak0199byiuwf,2019-07-22T14:22:29.121Z,"20km SE of Homer, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-07-22T14:11:33.410Z,35.9543333,-117.7165,0.79,1.1,ml,21,87,0.05403,0.31,ci,ci38623871,2019-07-22T14:15:15.329Z,"17km E of Little Lake, CA",earthquake,0.49,0.76,0.128,13,automatic,ci,ci
2019-07-22T14:08:39.850Z,36.6688347,-120.9993362,0.37,1.3,md,6,171,0.09581,0.18,nc,nc73231756,2019-07-22T16:31:03.248Z,"20km NE of Pinnacles, CA",earthquake,0.95,14.46,0.35,6,automatic,nc,nc
2019-07-22T14:06:35.500Z,36.7595,-98.05833333,7.96,1.44,ml,12,146,0.09358163609,0.11,ok,ok2019ogdo,2019-07-22T20:30:32.153Z,"26km E of Cherokee, Oklahoma",earthquake,,0.5,0.01,2,reviewed,ok,ok
2019-07-22T14:05:19.240Z,36.4448318,-121.0056686,0.38,1.93,md,9,211,0.02284,0.07,nc,nc73231751,2019-07-22T16:03:03.074Z,"16km SE of Pinnacles, CA",earthquake,0.58,0.96,0.1,9,automatic,nc,nc
2019-07-22T14:01:08.360Z,35.5951667,-117.3918333,8.09,1.52,ml,22,77,0.058,0.21,ci,ci38623831,2019-07-22T14:05:04.280Z,"19km S of Trona, CA",earthquake,0.35,0.69,0.105,12,automatic,ci,ci
2019-07-22T14:00:48.510Z,35.803,-117.6196667,6.44,1.27,ml,25,48,0.02204,0.15,ci,ci38623823,2019-07-22T14:04:32.098Z,"20km WNW of Searles Valley, CA",earthquake,0.21,0.47,0.218,17,automatic,ci,ci
2019-07-22T13:59:49.500Z,35.8313333,-117.6565,4.53,1.66,ml,29,55,0.0504,0.18,ci,ci38623815,2019-07-22T14:10:48.260Z,"24km N of Ridgecrest, CA",earthquake,0.21,0.51,0.167,26,automatic,ci,ci
2019-07-22T13:54:32.900Z,33.691,-117.4496667,4.46,1.35,ml,42,48,0.04623,0.22,ci,ci38623791,2019-07-22T14:05:26.610Z,"11km WNW of Lakeland Village, CA",earthquake,0.27,0.57,0.225,29,automatic,ci,ci
2019-07-22T13:53:29.680Z,35.8975,-117.7365,3.01,1.13,ml,17,60,0.08381,0.16,ci,ci38623783,2019-07-22T13:57:08.746Z,"16km ESE of Little Lake, CA",earthquake,0.26,1.34,0.183,19,automatic,ci,ci
2019-07-22T13:53:06.198Z,52.6973,172.4642,27.61,4.3,mb,,111,0.997,0.88,us,us70004qgg,2019-07-22T18:41:33.040Z,"51km WSW of Attu Station, Alaska",earthquake,7,4.4,0.037,207,reviewed,us,us
2019-07-22T13:52:40.530Z,35.6605,-117.5006667,4.18,0.96,ml,17,77,0.06109,0.17,ci,ci38623775,2019-07-22T13:56:25.757Z,"15km SW of Searles Valley, CA",earthquake,0.31,0.74,0.081,8,automatic,ci,ci
2019-07-22T13:51:32.510Z,35.922,-117.7081667,2.3,2.1,ml,34,37,0.05355,0.18,ci,ci38623767,2019-07-22T13:55:21.355Z,"18km E of Little Lake, CA",earthquake,0.2,0.34,0.184,25,automatic,ci,ci
2019-07-22T13:49:58.740Z,35.9191666,-117.7009964,3.38,1.62,ml,27,46,0.0501,0.11,ci,ci38623751,2019-07-22T14:00:37.610Z,"19km E of Little Lake, CA",earthquake,0.2,0.6,0.142,10,automatic,ci,ci
2019-07-22T13:46:01.169Z,35.5845,-97.38483333,6.99,1.41,ml,28,61,0.09538128294,0.11,ok,ok2019ogcw,2019-07-22T20:55:23.935Z,"6km N of Spencer, Oklahoma",earthquake,,0.3,0.3,4,reviewed,ok,ok
2019-07-22T13:43:17.590Z,35.561,-117.3251667,3.08,1.3,ml,23,74,0.04206,0.24,ci,ci38623727,2019-07-22T13:46:59.491Z,"23km SSE of Trona, CA",earthquake,0.37,0.55,0.194,18,automatic,ci,ci
2019-07-22T13:42:45.690Z,36.0845,-117.8498333,2.37,1.23,ml,16,73,0.03326,0.15,ci,ci38623719,2019-07-22T13:46:28.309Z,"10km ENE of Coso Junction, CA",earthquake,0.34,0.48,0.203,17,automatic,ci,ci
2019-07-22T13:38:49.370Z,35.6665,-117.5133333,7.37,0.98,ml,17,59,0.0635,0.16,ci,ci38623711,2019-07-22T13:42:25.085Z,"15km SW of Searles Valley, CA",earthquake,0.36,0.77,0.223,12,automatic,ci,ci
2019-07-22T13:35:47.250Z,35.6088333,-117.4626667,4.74,1.26,ml,25,68,0.02229,0.15,ci,ci38623695,2019-07-22T13:46:25.860Z,"18km SSW of Searles Valley, CA",earthquake,0.22,0.33,0.218,19,automatic,ci,ci
2019-07-22T13:32:53.110Z,36.0696667,-117.84,1.42,1.41,ml,14,132,0.04931,0.14,ci,ci38623687,2019-07-22T13:36:20.037Z,"10km ENE of Coso Junction, CA",earthquake,0.56,0.6,0.168,5,automatic,ci,ci
2019-07-22T13:32:25.320Z,36.0726667,-117.855,1.7,1.84,ml,23,79,0.04482,0.15,ci,ci38623679,2019-07-22T13:36:15.035Z,"9km ENE of Coso Junction, CA",earthquake,0.22,0.31,0.197,26,automatic,ci,ci
2019-07-22T13:31:28.801Z,58.5128,-153.0915,54.9,1.2,ml,,,,0.61,ak,ak0199by0sj4,2019-07-22T13:34:48.357Z,"88km NNW of Kodiak Station, Alaska",earthquake,,1,,,automatic,ak,ak
2019-07-22T13:29:20.900Z,36.0808333,-117.8473333,2.25,2.84,ml,34,53,0.03717,0.17,ci,ci38623663,2019-07-22T13:40:17.830Z,"10km ENE of Coso Junction, CA",earthquake,0.23,0.35,0.166,25,automatic,ci,ci
2019-07-22T13:27:30.130Z,35.9136667,-117.6975,4.2,1.28,ml,15,56,0.05128,0.16,ci,ci38623647,2019-07-22T13:31:16.220Z,"19km E of Little Lake, CA",earthquake,0.29,0.59,0.402,17,automatic,ci,ci
2019-07-22T13:25:24.350Z,32.6748333,-115.8226667,8.02,1.39,ml,19,83,0.08511,0.2,ci,ci38623639,2019-07-22T13:29:04.982Z,"17km ESE of Ocotillo, CA",earthquake,0.45,1.08,0.315,15,automatic,ci,ci
2019-07-22T13:23:10.180Z,35.5621667,-117.4148333,2.81,1.07,ml,22,65,0.04561,0.21,ci,ci38623623,2019-07-22T13:26:52.228Z,"23km S of Trona, CA",earthquake,0.33,0.34,0.189,14,automatic,ci,ci
2019-07-22T13:22:18.060Z,35.7898333,-117.6051667,3.33,1.04,ml,27,49,0.02659,0.2,ci,ci38623615,2019-07-22T13:26:05.729Z,"18km W of Searles Valley, CA",earthquake,0.26,0.61,0.079,11,automatic,ci,ci
2019-07-22T13:21:11.886Z,67.4184,-142.2091,7.1,1,ml,,,,0.53,ak,ak0199bxym2c,2019-07-22T13:24:05.999Z,"102km W of Old Crow, Canada",earthquake,,0.4,,,automatic,ak,ak
2019-07-22T13:19:07.050Z,36.1375,-117.8578333,1.16,1.17,ml,14,142,0.02002,0.14,ci,ci38623591,2019-07-22T13:22:47.398Z,"13km NE of Coso Junction, CA",earthquake,0.42,0.3,0.234,15,automatic,ci,ci
2019-07-22T13:18:55.847Z,63.1169,-150.8741,121.4,1.1,ml,,,,0.3,ak,ak0199bxy2b4,2019-07-22T13:21:55.192Z,"96km NNW of Talkeetna, Alaska",earthquake,,2,,,automatic,ak,ak
2019-07-22T13:15:52.160Z,35.8683333,-117.5913333,26.32,0.98,ml,10,193,0.05272,0.21,ci,ci38623575,2019-07-22T13:19:33.839Z,"20km WNW of Searles Valley, CA",earthquake,3.04,4.12,0.306,9,automatic,ci,ci
2019-07-22T13:15:06.540Z,35.7633333,-117.5828333,6.47,1.18,ml,25,56,0.05364,0.18,ci,ci38623559,2019-07-22T13:18:48.836Z,"16km W of Searles Valley, CA",earthquake,0.26,0.71,0.129,12,automatic,ci,ci
2019-07-22T13:04:01.660Z,35.6081667,-117.4025,2.61,1.18,ml,21,83,0.05324,0.2,ci,ci38623511,2019-07-22T13:07:44.756Z,"18km S of Trona, CA",earthquake,0.28,0.36,0.127,15,automatic,ci,ci
2019-07-22T12:57:58.056Z,61.2201,-139.4694,0,1.7,ml,,,,0.57,ak,ak0199bxkzrw,2019-07-22T13:01:10.775Z,"118km WNW of Haines Junction, Canada",earthquake,,0.4,,,automatic,ak,ak
2019-07-22T12:49:26.600Z,35.9496667,-117.3695,1.24,1.43,ml,21,70,0.09125,0.2,ci,ci38623471,2019-07-22T12:53:02.677Z,"20km N of Searles Valley, CA",earthquake,0.36,0.51,0.15,14,automatic,ci,ci
2019-07-22T12:46:52.890Z,36.0848333,-117.8426667,1.35,1.93,ml,21,70,0.03414,0.13,ci,ci38623463,2019-07-22T12:50:42.661Z,"10km ENE of Coso Junction, CA",earthquake,0.22,0.28,0.166,26,automatic,ci,ci
2019-07-22T12:42:48.460Z,36.1121667,-117.8841667,3.75,2.38,ml,28,57,0.02434,0.15,ci,ci38623439,2019-07-22T12:53:40.240Z,"9km NE of Coso Junction, CA",earthquake,0.25,0.44,0.274,25,automatic,ci,ci
2019-07-22T12:37:24.930Z,36.0646667,-117.8341667,2.75,0.95,ml,16,114,0.0554,0.24,ci,ci38623415,2019-07-22T12:41:07.125Z,"10km ENE of Coso Junction, CA",earthquake,0.52,1.43,0.185,9,automatic,ci,ci
2019-07-22T12:33:20.760Z,35.6471667,-117.4711667,2.96,1.41,ml,24,45,0.04262,0.17,ci,ci38623399,2019-07-22T12:44:34.100Z,"15km SSW of Searles Valley, CA",earthquake,0.23,0.3,0.218,19,automatic,ci,ci
2019-07-22T12:32:18.456Z,42.8019,87.6046,25,4.7,mb,,72,5.475,0.59,us,us70004qfy,2019-07-22T13:05:39.040Z,"18km SSW of Ewirgol, China",earthquake,9.8,5,0.078,51,reviewed,us,us
2019-07-22T12:30:16.560Z,35.7175,-117.5013333,2.74,1.04,ml,17,103,0.1101,0.16,ci,ci38623391,2019-07-22T12:34:01.186Z,"10km WSW of Searles Valley, CA",earthquake,0.39,0.5,0.108,12,automatic,ci,ci
2019-07-22T12:28:41.600Z,35.9656667,-117.6608333,3.63,1,ml,18,62,0.05654,0.16,ci,ci38623375,2019-07-22T12:32:22.540Z,"22km E of Little Lake, CA",earthquake,0.32,0.71,0.095,10,automatic,ci,ci
2019-07-22T12:25:06.250Z,35.6421667,-117.585,8.04,1.06,ml,18,56,0.02389,0.16,ci,ci38623367,2019-07-22T12:28:46.516Z,"8km ENE of Ridgecrest, CA",earthquake,0.29,0.64,0.147,13,automatic,ci,ci
2019-07-22T12:23:00.500Z,35.6441667,-117.4708333,4.15,1.74,ml,30,48,0.04372,0.16,ci,ci38623359,2019-07-22T12:33:33.720Z,"15km SSW of Searles Valley, CA",earthquake,0.2,0.44,0.16,27,automatic,ci,ci
2019-07-22T12:14:23.056Z,-32.0058,-178.1451,10,4.9,mb,,100,7.703,0.43,us,us70004qfx,2019-07-22T12:42:00.040Z,"95km SE of L'Esperance Rock, New Zealand",earthquake,8,1.9,0.106,28,reviewed,us,us
2019-07-22T12:13:33.400Z,39.2626667,-111.9313333,6.03,2.27,ml,26,59,0.1812,0.18,uu,uu60332092,2019-07-22T14:42:00.390Z,"15km NW of Gunnison, Utah",earthquake,0.36,1.05,0.075,11,reviewed,uu,uu
2019-07-22T12:10:37.050Z,35.7131667,-117.497,5.72,1.08,ml,26,81,0.07656,0.18,ci,ci38623303,2019-07-22T12:14:16.776Z,"10km SW of Searles Valley, CA",earthquake,0.28,1.28,0.123,11,automatic,ci,ci
2019-07-22T12:07:04.220Z,35.6991667,-117.6266667,9.53,1.97,ml,35,42,0.09011,0.17,ci,ci38623271,2019-07-22T12:18:16.330Z,"10km NNE of Ridgecrest, CA",earthquake,0.2,0.59,0.147,25,automatic,ci,ci
2019-07-22T12:06:06.690Z,34.2115,-116.8381667,7.23,1.65,ml,51,45,0.08514,0.19,ci,ci38623263,2019-07-22T12:10:03.474Z,"6km S of Big Bear City, CA",earthquake,0.24,1.01,0.179,28,automatic,ci,ci
2019-07-22T12:04:20.330Z,35.8918343,-117.7164993,5.6,1.22,ml,10,64,0.09192,0.08,ci,ci38623255,2019-07-22T12:07:56.374Z,"18km ESE of Little Lake, CA",earthquake,0.42,1.51,0.588,6,automatic,ci,ci
2019-07-22T12:02:24.560Z,35.5928333,-117.3491667,2.96,1.2,ml,21,83,0.05088,0.23,ci,ci38623231,2019-07-22T12:06:05.216Z,"19km S of Trona, CA",earthquake,0.3,0.4,0.181,15,automatic,ci,ci
2019-07-22T11:58:32.740Z,35.9615,-117.6618333,3.47,0.97,ml,13,62,0.05517,0.1,ci,ci38623223,2019-07-22T12:02:15.770Z,"22km E of Little Lake, CA",earthquake,0.26,0.58,0.113,10,automatic,ci,ci
2019-07-22T11:53:05.468Z,66.3267,-157.4004,0,1.4,ml,,,,0.94,ak,ak0199bwyl9w,2019-07-22T11:56:47.757Z,"68km SSW of Kobuk, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-07-22T11:52:27.907Z,60.0697,-152.5316,94,1.5,ml,,,,0.39,ak,ak0199bwyfag,2019-07-22T11:56:47.293Z,"47km SSE of Redoubt Volcano, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-07-22T11:47:30.680Z,35.5621667,-117.3306667,2.97,1.81,ml,28,69,0.04477,0.2,ci,ci38623199,2019-07-22T11:58:08.220Z,"23km S of Trona, CA",earthquake,0.26,0.35,0.135,27,automatic,ci,ci
2019-07-22T11:46:29.050Z,35.8035,-117.6265,2.04,2.39,ml,35,43,0.02654,0.18,ci,ci38623191,2019-07-22T11:57:05.410Z,"20km WNW of Searles Valley, CA",earthquake,0.19,0.47,0.172,25,automatic,ci,ci
2019-07-22T11:45:57.290Z,34.09,-118.245,10.89,1.19,ml,28,64,0.05376,0.18,ci,ci38623183,2019-07-22T14:59:02.922Z,"2km E of Silver Lake, CA",earthquake,0.3,0.53,0.184,11,reviewed,ci,ci
